,artist,song,text
381,Iron Maiden,Innocent Exile,"My life is so empty, nothing to live for.  
My mind is all confusion, 'cause I defied the law.  
When you weren't there to help me, I lost my mind and ran.  
I never had no trouble before this all began.  
  
My life is so empty, nothing to live for.  
My mind is all confusion, 'cause I defied the law.  
When you weren't there to help me, I lost my mind and ran.  
I never had no trouble before this all began.  
  
I'm running away, no where to go.  
I'm lost and tired and I just don't know, yeah,  
They say I killed a woman, they know it isn't true.  
They're just trying to frame me, and all because of you, yeah

"
382,Iron Maiden,Invaders,"Longboats have been sighted the evidence of war has begun  
Many Nordic fighting men their swords and shields all gleam in the sun  
Call to arms defend yourselves get ready to stand and fight for your lives  
Judgment day has come around so be prepared don't run stand your ground  
  
They're coming in from the sea  
They've come the enemy  
Beneath the blazing sun  
The battle has to be won  
Invaders, pillaging  
Invaders, looting  
  
Set ablaze the campfires alert the other men from inland  
Warning must be given there's not enough men here for a stand  
The Vikings are too many much too powerful to take on our own  
We must have reinforcements we cannot fight this battle alone  
  
They're coming over the hill  
They've come to attack  
They're coming in for the kill  
There's no turning back  
Invaders  
Fighting  
Invaders  
Marauding  
  
Axes grind and maces clash as wounded fighters fall to the ground  
Severed limbs and fatal woundings bloody corpses lay all around  
The smell of death and burning flesh the battle weary fight to the end  
The Saxons have been overpowered victims of the mighty Norsemen  
  
You'd better scatter and run  
The battle's lost and not won  
You'd better get away to fight another day  
Invaders  
Raping  
Invaders  
Plundering

"
383,Iron Maiden,Iron Maiden,"Won't you come into my room, I want to show you all my wares.  
I just want to see your blood, I just want to stand and stare.  
See the blood begin to flow as it falls upon the floor.  
Iron Maiden can't be fought, Iron Maiden can't be sought.  
  
[Chorus]  
Oh Well, wherever, wherever you are,  
Iron Maiden's gonna get you, no matter how far.  
See the blood flow watching it shed up above my head.  
Iron Maiden wants you for dead.  
  
Won't you come into my room, I want to show you all my wares.  
I just want to see your blood, I just want to stand and stare.  
See the blood begin to flow as it falls upon the floor.  
Iron Maiden can't be fought, Iron Maiden can't be sought.

"
384,Iron Maiden,I've Got The Fire!,"If you're looking for someone that you can keep  
then, baby, pass me by  
And if you wanted something that's twenty years deep  
Baby, don't even try  
And if you wanted someone to take your soul  
I'll lift you up little bit higher  
  
I've got the fire  
I've got the fire  
  
So you think I'm skinny, don't you sell me cheap  
I'm as wide as a country-mile  
Some like it wide, I like it deep  
Guess which one is my style  
So you think you can beat me by my own game  
Maybe I call you a liar  
  
I've got the fire  
I've got the fire

"
385,Iron Maiden,Journeyman,"From the red sky of the east  
To the sunset in the west  
We have cheated death  
And he has cheated us  
  
But that was just a dream  
And this is what it means  
We are sleeping  
And we'll dream for evermore  
  
And the fragment remains of our memories  
And the shadows remain with our hands  
Deep gray, came to mourn  
All the colors of the dawn  
Will this journeyman's day be his last?  
  
[Chorus]  
I know what I want  
And I say what I want  
And no one can take it away  
I know what I want  
And I say what I want  
And no one can take it away  
  
But the memory still remains  
All the past years not so strange  
Our winter times are like a silent shroud  
And the heartbeat of the day  
Drives the mist away  
And winter's not the only dream around  
  
In your life you may choose desolation  
And the shadows you build with your hands  
If you turn to the light  
That is burning in the night  
Then the journeyman's day has begun  
  
[Chorus]  
  
In your life you may choose desolation  
And the shadows you build with your hands  
If you turn to the light  
That is burning in the night  
Then the journeyman's day has begun  
  
[Chorus]

"
386,Iron Maiden,Judas Be My Guide,"Lights out  
We live in a world  
Of darkness  
No doubt  
Everything's up for sale  
We sleep  
All of the world is burning  
We pray  
To god for a better deal  
Nothing is sacred  
Back then or now  
Everything's wasted  
Is that all there is?  
Can I go now?  
  
Judas my guide  
Whispers in the night  
Judas my guide  
  
Fight wars  
Die in a blaze of glory  
Come home  
Meat in a plastic sack  
Fall down  
Better pray to your God  
For mercy  
So kneel  
And help the blade cut clean  
Nothing is sacred  
Back then or now  
Everyone's wasted  
Is that all there is?  
Is that it now?  
  
I live in the black  
I have no guiding light  
I'm whispering in your dreams  
  
Judas my guide  
Whispers in the night  
Judas my guide  
  
Judas my guide  
Whispers in the night  
Judas my guide

"
387,Iron Maiden,Judgement Day,"There are no marks upon a man  
That can say he's good or bad  
No label and no tell tale sign  
That can show he's full of lies  
  
By your deeds you will be known  
Time will tell truth will show  
As we exhale every breath  
We all get closer to our death  
What will you say  
What will you say  
On judgement day  
On judgement day  
  
When you look into their eyes  
You don't know what they hide  
No label and no tell tale sign  
That can show he's full of lies  
  
By your deeds you will be known  
Time will tell truth will show  
As we exhale every breath  
We all get closer to our death  
What will you say  
What will you say  
On judgement day  
On judgement day  
  
Ignorance is bliss is that the reason  
We can not read another's mind  
If we knew what thoughts were dancing  
Through each others heads  
Would we all be driven mad  
Would we all be dead  
  
By your deeds you will be known  
Time will tell truth will show  
As we exhale every breath  
We all step closer to our death  
What will you say  
What will you say  
On judgement day  
On judgement day

"
388,Iron Maiden,Judgement Of Heaven,"A lonely cry for help reaching out for help to anyone  
A silent prayer to God to help you on your way  
I've been depressed so long  
It's hard to remember when I was happy  
I've felt like suicide a dozen times or more  
But that's the easy way, that's the selfish way  
the hardest part is to get on with your life  
  
You're searching in the dark  
clutching at straws to find a way  
You take the Tarot cards and throw them to the wind  
  
Your questions your beliefs,  
your inner thoughts, your whole existence  
And if there is a God then answer if you will  
And tell me of my fate, tell me of my place  
Tell me if I'll ever rest in peace  
  
If you could live your life again  
Would you change a thing or leave all the same  
If you had the chance again  
Would you change a thing at all  
When you look back at your past  
Can you say that you are proud of what we've done  
Are there times when you believe  
That the right you thought was wrong  
  
All of my life I have believed  
Judgment of Heaven is waiting for me

"
389,Iron Maiden,Killers,"You walk through the subway, his eyes burn a hole in your back  
A footstep behind you, he lunges prepared for attack  
Scream for mercy, he laughs as he's watching you bleed  
Killer behind you, his blood lust defies all his needs  
  
My innocent victims are slaughtered with wrath and despise  
The mocking religion of hatred that burns in the night  
I have no one, I'm bound to destroy all this greed  
A voice inside me compelling to satisfy me  
  
I can see what a knife's meant to be  
And you'll never know how I came to foresee, see, see  
  
My faith in believing is stronger than lifelines and ties  
With the glimmer of metal my moment is ready to strike  
Scream for mercy, he laughs as he's watching you bleed  
Killer behind you, his blood lust defies all his needs  
  
Death call arises, a scream breaks the still of the night  
Another tomorrow, remember to walk in the light  
I have found you, and now there is no place to run  
Excitement shakes me, oh God help me what have I done?  
Oh yeah, I've done it  
Yeah  
  
You walk through the subway, my eyes burn a hole in your back  
A footstep behind you, he lunges prepared for attack  
Scream for mercy, he laughs as he's watching you bleed  
Killer behind you, my blood lust defies all my needs  
Oh look out, I'm coming for you

"
390,Iron Maiden,King Of Twilight,"Crying in the dark  
I've been trying, trying so hard  
I've been crying, crying in the dark  
Don't forsake me, the time of mine is near  
Don't ever break me and the world that brought me here  
  
Sick and lonely, waiting for you  
Sick and lonely, wondering what to do  
Can you hear me, when I say to you  
You give me your hand, I'll give mine to you  
  
King of twilight  
When the king of twilight shows me  
I will take ten steps to see  
Forty leaves I pay for freedom  
  
For a chance to be free  
For a chance to be free  
  
When the king of twilight calls you  
Take a step and you will see  
We all need a quick solution  
  
For a chance to be free  
For a chance to be free  
Free  
  
When the king of twilight shows me  
I will take ten steps to see  
Forty leaves I pay for freedom  
  
For a chance to be free  
For a chance to be  
Free

"
391,Iron Maiden,Lightning Strikes Twice,"I feel the breeze on my face in expectance  
Not very long before the storm reaches here  
Off in the distance the lightning is flashing again  
Feel something strong as the power draws near  
  
Is it the rolling of thunder that scares you  
Is it the crashing of clouds that hold fear  
But all I know as I sit in a corner alone  
It takes me back to my childhood again  
  
And as I wait and I look for an answer  
To all the things going round in my head  
I ask myself could it be a disaster and when  
It's maybe threatening to happen again  
  
As the ominous light draws near  
There's a lone dog howls in the park  
All the people hurry inside  
As a lightning flash lights dark  
The storm is nearly here  
Only God will know  
  
You're sitting alone you watch  
As the wind is blowing treetops  
And the swaying rustling leaves  
Plenty of time to perceive  
As you wait for rain to fall  
Only God knows  
The whole sky glows  
  
Maybe lightning strikes twice  
Maybe lightning strikes twice

"
392,Iron Maiden,Look For The Truth,"All my dark dreams  
Drift like smoke in the breeze  
The fear grips me as I fall towards my sleep  
Here comes the nightmare that never ends  
Here is the dream that makes monsters of men  
  
In the house of my soul  
In rooms of ugliness and cold  
Memories locked away  
All the doubts and fears I never faced  
  
Now they come again  
I am falling down to meet with them  
fear within us all  
Mine awake and they stand up tall  
  
Look for the truth  
Deepest cut of all from you  
Knife of the truth  
Blade of hatred slicing through  
  
I pray my sleep will break  
Maybe this time I won't wake  
Weakness I hide so well  
This dagger in my mind will tell  
  
It's my final stand  
I make a fist out of each hand  
To the shadows of the past  
Take a breath and I scream attack

"
393,Iron Maiden,Lord Of Light,"There are secrets that you keep  
There are secrets that you keep  
There are secrets that you tell to me alone  
I can't reach things I can't see  
You don't see this strange world  
Quite the same as me  
Don't deny me what I am  
Nothing hidden still you fail to see the truth  
These are things you can't reveal  
  
These are things you can't reveal  
  
We are part of some strange plan  
Why the slaughter of the brotherhood of man  
Infernal sacrifice of hell  
Fire breathing lead the way  
Mounds of bodies as they all burn into one  
Revenge is living in the past  
Time to look into a new millennium  
  
Spiral path leads through the maze  
Down into the fiery underworld below  
Fire breathing lead the way  
Lucifer was just an angel led astray  
  
[Chorus x2:]  
Free your soul and let it fly  
Give your life to the Lord of Light  
Keep your secrets and rain on me  
All I see are mysteries  
  
We are not worthy in your black  
And blazing eyes  
We gather demons in the mirror every day  
The bridge of darkness casts a  
Shadow on us all  
And all our sins to you we give this day  
  
Others wait their turn  
Their lives were meant to last  
Use yours wisely as the light is fading fast  
Free your soul and let it fly  
Mine was caught I couldn't try  
Time returns again to punish all of us  
  
We are cast out by our bloody father's hand  
We are strangers in this lonely promised land  
We are the shadows of the one unholy ghost  
In our nightmare world the only one we trust  
  
[Chorus x2]

"
394,Iron Maiden,Lord Of The Flies,"I don't care for this world anymore  
I just want to live my own fantasy  
Fate has brought us to these shores  
What was meant to be is now happening  
  
I've found that I like this living in danger  
Living on edge it makes feel as one  
Who cares now what's right or wrong,  
It's reality  
Killing so we survive  
Wherever we may roam  
Wherever we may hide  
We've got to get away  
  
I don't want existence to end  
We must prepare ourselves for the elements  
I just want to feel like we're strong  
We don't need a code of morality  
  
I like all the mixed emotion and anger  
It brings out the animal the power you can feel  
And feeling so high on this much adrenalin  
Excited but scary to believe what we've become  
  
Saints and sinners  
Something within us  
We are lord of flies  
  
Saints and sinners  
Something willing us  
To be lord of the flies

"
395,Iron Maiden,Man On The Edge,"The freeway is jammed  
And it's backed up for miles  
The car is an oven and baking is wild  
Nothing is ever the way it should be  
What we deserve we just don't get you see  
  
A briefcase, a lunch and a man on the edge  
Each step get closer to losing his head  
Is someone in heaven are they looking down  
Cause nothing is fair just you look around  
  
Falling down  
Falling down  
Falling down  
  
He's sick of waiting of lying like this  
There's a hole in the sky for the angels to kiss  
Branded a leper because you don't fit  
In the land of the free  
You can't live by your wits  
  
Once he built missiles a nation's defence  
Now he can't even give birthday presents  
Across the city he leaves in his wake  
A glimpse of the future a cannibal state

"
396,Iron Maiden,Massacre,"At a point below zero  
There's no place left to go  
Six hundred unknown heroes  
Were killed like sleeping buffalo  
  
Through the devil's canyon  
Across the battlefield  
Death has no companion  
The spirit is forced to yield  
  
There goes the bandolero  
Through the hole in the wall  
He's a coward but doesn't care though  
In fact, he doesn't care at all  
  
The general that's commanding  
He's defending what he fears  
While the troops they are depending  
On reinforcements from the rear  
  
If God is in the heavens  
How can this happen here?  
In His name, they used the weapons  
For the massacre  
  
There is a point below zero  
Where the sun can see the land  
Six hundred unknown heroes  
Lay dead in the sand

"
397,Iron Maiden,Montsegur,"I stand alone in this desolate space  
In death they are truly alive  
Massacred innocence, evil took place  
The angels were burning inside  
  
Centuries later I wonder why  
What secret they took to their grave  
Still burning heretics under our skies  
Religion's still burning inside  
  
[Chorus]  
At the gates and the walls of Montsegur  
Blood on the stones of the citadel  
At the gates and the walls of Montsegur  
Blood on the stones of the citadel  
At the gates and the walls of Montsegur  
Blood on the stones of the citadel  
At the gates and the walls of Montsegur  
Blood on the stones of the citadel  
  
As we kill them all so God will know his own  
The innocents died for the Pope on his throne  
Catholic greed and its paranoid zeal  
Curse of the grail and the blood of the cross  
  
Templar believers with blood on their hands  
Joined in the chorus to kill on demand  
Burned at the stake for their soul's liberty  
To stand with the catharsis, to die and be free  
  
The book of Old Testament crippled and black  
Satan - his weapon is lust  
Leaving this evil damnation of flesh  
Back to the torture of lies  
  
The perfect ones willingly died at the stake  
And all of their followers slain  
As for the knowledge of God they had claimed  
Religion's still burning inside  
  
[Chorus]  
  
As we kill them all so God will know his own  
The innocents died for the Pope on his throne  
Catholic greed and its paranoid zeal  
Curse of the grail and the blood of the cross  
  
Templar believers with blood on their hands  
Joined in the chorus to kill on command  
Burned at the stake for their soul's liberty  
Still running herretics under our skies  
  
As we kill them all so God know his own  
Laugh at the darkness and in god we trust  
The eye in the triangle smiling with sin  
No passover feast for the cursed within  
  
Facing the sun as they went to their grave  
Burn like a dog or you live like a slave  
Death is the price for your soul's liberty  
To stand with the catharsis and to die and be free  
  
[Chorus]

"
398,Iron Maiden,Moonchild,"Seven deadly sins  
Seven ways to win  
Seven holy paths to hell  
And your trip begins  
  
Seven downward slopes  
Seven bloodied hopes  
Seven are your burning fires  
Seven your desires  
  
I am he the born-less one  
The fallen angel watching you  
Babylon, the scarlet whore  
I'll infiltrate your gratitude  
Don't you dare to save your son  
Kill him now and save the young ones  
Be the mother of a birth strangled babe  
Be the devils own, Lucifer's my name  
  
Moonchild hear the mandrake scream  
Moonchild open the seventh seal  
  
I count the heads of those unborn  
The accursed ones I'll find them all  
And if you die by your own hand  
As a suicide you shall be damned  
And if you try to save your soul  
I will torment you, you shall not grow old  
With every second and passing breath  
You'll be so alone your soul will bleed to death  
  
Moonchild hear the mandrake scream  
Moonchild open the seventh seal  
Moonchild you'll be mine soon child  
Moonchild take my hand tonight  
  
The twins they are exhausted, seven is this night  
Gemini is rising as the red lips kiss to bite  
Seven angels seven demons battle for his soul  
When Gabriel lies sleeping, this child was born to die  
  
One more dies one more lives  
One baby cries one mother grieves  
For all the sins you will commit  
You'll beg forgiveness and none I'll give  
A web of fear shall be your coat  
To clothe you in the night  
A lucky escape for you young man  
But I'll see you damned in endless night  
  
Moonchild hear the mandrake scream  
Moonchild open the seventh seal  
Moonchild you'll be mine soon child  
Moonchild take my hand tonight

"
399,Iron Maiden,Mother Russia,"Mother Russia how are you sleeping  
Middle winter cold winds blow  
From the trees the snowflakes drifting  
Swirling round like ghosts in the snow  
  
Mother Russia poetry majestic  
Tells the time of a great empire  
Turning round the old man ponders  
Reminiscing an age gone by  
  
Mother Russia  
Dance of the czars  
Hold up your heads  
Be proud of what you are  
Now it has come  
Freedom at last  
Turning the tides of history  
And your past  
  
Mother Russia  
Dance of the czars  
Hold up your heads  
Remember who you are  
Can you release  
The anger the grief  
Can you be happy  
Now your people are free

"
400,Iron Maiden,New Frontier,"Bleeding you dry from the start  
The sum of my parts  
To give it away  
New life in a day  
Some new Frankenstein  
Damned for all time  
  
Cursed by the angel who fell  
Who saves me from hell?  
And who is my god?  
And where is my soul?  
Too tired to jump too young to run  
  
[Bridge]  
Never ending, forever searching  
Chasing dreams, the dreams of my heart  
Always seeking, always asking  
Questions right from the start  
  
[Chorus:]  
Out beyond the new frontier  
Playing god without mercy, without fear  
Create a beast, made a man without a soul  
Is it worth the risk, a war of god and man?  
Is it worth the risk, a war of god and man?  
  
I want to end my life now  
But I don't know how  
Recycled again a lifetime of pain  
The spawn of a man  
The devil has planned  
  
[Bridge]  
  
[Chorus]

"
401,Iron Maiden,No Prayer For The Dying,"There are times when I've wondered  
And times when I've cried  
When my prayers they were answered  
At times when I've lied  
But if you asked me a question  
Would I tell you truth  
Now there's something to bet on  
You've got nothing to lose  
  
When I've sat by the window  
And gazed at the rain  
With an ache in my heart  
But never feeling the pain  
And if you would tell me  
Just what my life means  
Walking a long road  
Never reaching the end  
  
God give me the answer to my life  
God give me the answer to my dreams  
God give me the answer to my prayers  
God give me the answer to my being

"
402,Iron Maiden,Only The Good Die Young,"The demon in your mind will rape you in your bed at night  
The wisdom of ages, the lies and outrages concealed  
Time it waits for no man  
My future it is revealed  
Time it waits for no man  
My fate is sealed  
  
If I cancel tomorrow the undead will thank me today  
Fly in the face of your prophets I mock your morality plays  
The moon is red and bleeding  
The sun is burned and black  
The book of life is silent  
No turning back  
  
[Chorus:]  
Only the good die young  
All the evil seem to live forever  
Only the good die young  
All the evil seem to live forever  
Only the good die young  
Only the good die young  
  
Mystery madman a victim of cruel charade  
Some innocent pawn in an end game one more stalemate  
Is death another birthday?  
A way to kiss your dreams goodbye?  
Do the undead live within us  
And look through our eyes?  
  
Walking on water are miracles all you can trust  
Measure your coffin does it measure up to your lust?  
So I think I'll leave you  
With your bishops and your guilt  
So until the next time  
Have a good sin  
  
[Chorus]  
Only the good die young  
All the evil seem to live forever  
Only the good die young  
All the evil seem to live forever  
Only the good die young  
Only the good die young  
  
Seven deadly sins  
Seven ways to win  
Seven holy paths to hell  
  
Seven downward slopes  
Seven bloodied hopes  
Seven are your burning fires  
Seven your desires...

"
403,Iron Maiden,Paschendale,"In a foreign field he lay  
Lonely soldier, unknown grave  
On his dying words he prays  
Tell the world of Paschendale  
  
Relive all that he's been through  
Last communion of his soul  
Rust your bullets with his tears  
Let me tell you 'bout his years  
  
Laying low in a blood filled trench  
Kill Tim 'til my very own death  
On my face I can feel the falling rain  
Never see my friends again  
  
In the smoke, in the mud and lead  
Smell the fear and the feeling of dread  
Soon be time to go over the wall  
Rapid fire and the end of us all  
  
Whistles, shouts and more gun fire  
Lifeless bodies hang on barbed wire  
Battlefield nothing but a bloody tomb  
Be reunited with my dead friends soon  
  
Many soldiers eighteen years  
Drown in mud, no more tears  
Surely a war no-one can win  
Killing time about to begin  
  
Home, far away  
From the war, a chance to live again  
Home, far away  
But the war, no chance to live again  
  
The bodies of ours and our foes  
The sea of death it overflows  
In no man's land, God only knows  
Into jaws of death we go  
  
Crucified as if on a cross  
Allied troops they mourn their loss  
German war propaganda machine  
Such before has never been seen  
  
Swear I heard the angels cry  
Pray to god no more may die  
So that people know the truth  
Tell the tale of Paschendale  
  
Cruelty has a human heart  
Every man does play his part  
Terror of the men we kill  
The human heart is hungry still  
  
I stand my ground for the very last time  
Gun is ready as I stand in line  
Nervous wait for the whistle to blow  
Rush of blood and over we go  
  
Blood is falling like the rain  
Its crimson cloak unveils again  
The sound of guns can't hide their shame  
And so we die on Paschendale  
  
Dodging shrapnel and barbed wire  
Running straight at the cannon fire  
Running blind as I hold my breath  
Say a prayer symphony of death  
  
As we charge the enemy lines  
A burst of fire and we go down  
I choke a cry but no-one hears  
Fell the blood go down my throat  
  
Home, far away  
From the war, a chance to live again  
Home, far away  
But the war, no chance to live again  
  
See my spirit on the wind  
Across the lines, beyond the hill  
Friend and foe will meet again  
Those who died at Paschendale

"
404,Iron Maiden,Run To The Hills,"White man came across the sea  
He brought us pain and misery  
He killed our tribes he killed our creed  
He took our game for his own need  
  
We fought him hard we fought him well  
Out on the plains we gave him hell  
But many came too much for Cree  
Oh will we ever be set free?  
  
Riding through dust clouds and barren wastes  
Galloping hard on the plains  
Chasing the redskins back to their holes  
Fighting them at their own game  
Murder for freedom the stab in the back  
Women and children are cowards attack  
  
Run to the hills, run for your lives  
Run to the hills, run for your lives  
  
Soldier blue in the barren wastes  
Hunting and killing their game  
Raping the women and wasting the men  
The only good Indians are tame  
Selling them whiskey and taking their gold  
Enslaving the young and destroying the old  
  
Run to the hills, run for your lives

"
405,Iron Maiden,Sea Of Madness,"Out in the street somebody's crying,  
Out in the night the fires burn,  
Maybe tonight somebody's crying,  
Reached the point of no return.  
  
Oh, my eyes they see but I can't believe,  
Oh, my heart is heavy as I turn my back and leave.  
  
Like the eagle and the dove,  
Fly so high on wings above,  
When all you see can only bring you sadness,  
Like a river we will flow,  
On towards the sea we go,  
When all you do can only bring you sadness,  
Out on the sea of madness.  
  
Somewhere I hear a voice that's calling,  
Out in the dark there burns a dream,  
You got to hope when you are falling,  
To find the world that you have seen.  
  
Oh, my eyes they see but I can't believe,  
Oh, my heart is heavy as I turn my back and leave.  
  
Like the eagle and the dove,  
Fly so high on wings above,  
When all you see can only bring you sadness,  
Like a river we will flow,  
On towards the sea we go,  
When all you do can only bring you sadness,  
Out on the sea of madness.  
  
It's madness,  
The sun don't shine  
On the sea of madness,  
There ain't no wind to fill your sails,  
Madness,  
When all you see can only bring you sadness  
On towards the sea we go

"
406,Iron Maiden,Sign Of The Cross,"Eleven saintly shrouded men  
Silhouettes stand against the sky  
One in front with a cross held high  
Come to wash my sins away  
  
Standing alone in the wind and rain  
Feeling the fear that is growing  
Sensing the change in the tide again  
Brought by the storm that is brewing  
Feel the anxiety hold off the fear  
Some of the doubt in the things you believe  
Now that your faith will be put to the test  
Nothing to do but await what is coming  
  
Why then is god still protecting me  
Even when I don't deserve it  
Thought I am blessed with an inner strength  
Some they would call it a penance  
Why am I meant to face this alone  
Asking the question time and again  
Praying to God won't keep me alive  
Inside my head feel the fear start to rise  
  
They'll be saying their prayers  
when the moment comes  
There'll be penance to pay when it's judgment day  
And the guilty'll bleed when the moment comes  
They'll be coming to claim,  
take your soul away  
  
The sign of the cross  
The name of the rose  
a fire in the sky  
The sign of the cross  
  
They'll be coming to bring the eternal flame  
They'll be bringing us all immortality  
Holding communion so the world be blessed  
My creator my God'll lay my soul to rest  
  
Lost the love of heaven above  
Chose the lust of the earth below  
Eleven saintly shrouded men  
Came to wash my sins away

"
407,Iron Maiden,Space Station No 5,"Start, with the sun  
And move on out  
The future's in the skies above  
The heavens unfold  
And a new star is born  
Space and time makin' love  
  
[Chorus]  
Oh what a time we had  
Living on the ground  
I've moved to station No. 5  
See you next time around,  
Next time around  
  
As far you want, as close as you need  
It's all in the mind, you know  
This old world hasn't really seen it's day  
It's here, time to go  
  
[Chorus]  
  
Remember when it was so clear  
We were young, but the memory still remains  
To pick fruit from a tree  
Fish from the seas  
Now nothing's left here, but the stains  
Well I can't cry no more  
Can only be glad  
There's other places we can be  
If the time suits you right  
I'm leaving tonight  
Come fly away with me  
Yeah, Yeah, Yeah, Yeah, Yeah  
Oh yeah  
  
Start, with the sun  
And move on out  
The future's in the skies above  
The heavens unfold  
A new star is born  
Space and time makin' love  
  
[Chorus]

"
408,Iron Maiden,The Angel And The Gambler,"Roll of the dice  
Take a spin of the wheel  
Out of your hands now  
So how do you feel  
But you're not gonna win  
You'd better go back again  
  
Do you feel lucky  
Or do you feel scared  
Take what luck brings  
And be Devil may care  
But you're down on your luck  
What will the next day bring  
  
Adrift on the ocean  
Afloat in a daydream  
Or lost in a maze  
Or blind in the haze  
So what does it matter  
So why don't you answer  
So why did you send  
An angel to mend  
  
Best make decisions  
Before it's too late  
Take all your chances  
Take hold of the reins  
A roll of the dice  
Ahead of the game again  
  
Nothing to lose  
But so much to gain  
A little danger  
It goes without saying  
But what do you care  
You're gonna go in the end  
Gate open to heaven  
  
Is ready and waytnig  
Or straight down to hell  
Can go there as well  
  
I'll suffer my craving  
My soul's not worth saving  
Sowhy don't you go  
Just leave well alone  
  
Don't you think I'm a savior  
Don't you think I could save you  
Don't you think I could save your life  
  
There's like a hunger  
That knocks on your door  
You've had a taste of it  
Still you want more  
You've made your mistakes  
Won't play it the same again  
  
You have been warned  
But still you plunge in  
You play high stakes  
But there's nothing to win  
You've only one life  
And so many things to learn  
  
The Angel on one side  
The Devil the other  
Which path do you take  
Decisions to make  
  
Arrive at the crossroads  
You know where you're going  
And what if you wait  
It may be too late

"
409,Iron Maiden,The Educated Fool,"I'm an educated fool  
So I don't know what it is I'm supposed to do  
About this awkward situation  
That's been forced down right upon me  
  
As I'm walking down into  
On my own into the valley of life  
Got a lifetime of experience  
Yeah I've got so much to give  
  
Open the page at chapter one  
Could this just be that life's just begun  
Forever within your darker thoughts Reflecting on everything you've been  
Taught  
  
Never felt this way before  
Seems that somebody's just opened the door  
To the book of life, or is it death!  
There's ever anyway out  
  
Someone's looking down on me  
To the very inner core of my soul  
They won't tell me what they see  
But I really want to know  
  
I want to leave my life on my own  
I want to lift the unturned stone  
I want to walk right into the fire  
I want to live out all my desires  
  
I want to go and see the fire burn  
I want to see and feel my world turn  
I want to know what more there's to learn  
I want to pass the point of no return  
  
Do you really want to be  
Just another one statistic or feel  
  
That you really should aspire  
That you really do deserve more  
  
Do you ever really fell  
That you have so much potential inside  
What you really have to give  
Could be realized so much more  
  
Time will flow  
And I will follow  
Time will go  
But I will follow  
  
I want to feel what life's like respond  
I want to meet my father beyond  
I want to walk right into the light  
I want to feel no fear but delight  
  
I want to leave my life on my own  
I want to lift the unturned stone  
I want to walk right into the fire  
I want to live out all my desires  
  
The educated fool

"
410,Iron Maiden,The Fallen Angel,"Azazel is beside you and he's playing the game  
Demons are inside you and they're making their play  
Watching and they're hiding as they wait for the time  
For a devil to get ready and take over your mind  
  
You and only god would know what could be done  
You and only god will know I am the only one  
You and only god would know what could be done  
You and only god will know I am the chosen one  
  
Could it be it's the end of our world?  
All the things that we cherish and love  
Nothing left but to face this all on my own  
Cause I am the chosen one  
  
Could it be it's the end of our world?  
All the things that we cherish and love  
Nothing left but to face this all on my own  
Cause I am the chosen one  
  
Beaten fallen angel but I've risen again  
And the power is inside me, I've decided to pray  
As I wait for Armageddon and it's coming my way  
It's an honour to be chosen and I wait for the day  
  
You and only god would know what could be done  
You and only god will know I am the only one  
You and only god would know what could be done  
You and only god will know that I am the chosen one  
  
Could it be it's the end of my world?  
All the things that we cherish and love  
Nothing left but to face all this on my own  
Cause I am the chosen one  
  
Could it be it's the end of our world?  
All the things that we cherish and love  
Nothing left but to face this all on my own  
Cause I am the chosen one  
  
Could it be it's the end of our world?  
All the things that we cherish and love  
Nothing left but to face this all on my own  
Cause I am the chosen one  
  
Could it be it's the end of our world?  
All the things that we cherish and love  
Nothing left but to face this all on my own  
Cause I am the chosen one

"
411,Iron Maiden,The Fugitive,"On a cold October morning  
As frost lay on the ground  
Waiting to make my move  
I make no sound  
  
Waiting for the mist to cover all around  
I carefully picked my time  
Then took the wall  
  
I'm sick and tired of running  
The hunger and the pain  
A stop to look about then off again  
  
Being at the wrong place  
And the wrong time  
Suspected of a hit that was my crime  
  
I am a fugitive being hunted down  
Like game  
I am a fugitive but I've got to clear  
My name  
  
Always looking 'round me  
Forever looking back  
I'll always be a target for attack  
  
Ever moving onwards  
Always on the run  
Waiting for the sight of a loaded gun  
  
I am a fugitive being hunted down  
Like game  
I am a fugitive but I've got to clear  
My name  
  
Even if I find them  
And get to clear my name  
I know that things can never  
Be the same  
  
But if I ever prove  
My innocence some day  
I've got to get them all to make them pay  
  
I am a fugitive being hunted down  
Like game  
I am a fugitive but I've got to clear  
My name

"
